sku,sentiment,text
LABAD60001,positief,"Pasvorm is perfect,   lekker warm en geen last dat het te warm wordt ."
LABAD60001,positief,Pasvorm.  Warm Gemakkelijk
LABAD60001,positief,Lekker warm door de wol.
LABAD60001,positief,ook op koude dagen lekker warm
LABAD60001,positief,"Ze zitten perfect, zijn heerlijk warm, en antislipzolen zijn prettig op laminaat."
LAABD80001,positief,Een waterbestendige zool zou erg handig zijn.
LAABD80001,positief,Erg mooi vind ik ze niet.
LAABD80001,positief,"De stof is aan de buitenkant vrij kwetsbaar, waardoor ze helaas snel een afgetrapt uiterlijk krijgen. Denk dat ik ze daardoor maar 1 winter ga gebruiken."
LAABD80001,positief,"De zool slijt na een tijd, terwijl de rest van de slof er dan nog goed uitziet. Misschien kan hier wat aangedaan worden. Ook zou het fijn zijn als ik ze zou kunnen wassen zonder dat de binnenvoering van de zool verplaatst."
LAABD80001,positief,vorm wordt snel een 'sloggy'
LAABD80001,neutraal,"Valt ruim, slobbert een beetje"
LAABD80001,positief,Tip: stop er na 1 seizoen dragen een losse warme inlegzool  in van schaap of wol. Want na verloop van tijd zakt de onderkant in en krijg je koudere voeten.
LAABD80001,neutraal,Gladde onderkant. Had wat meer anti slip onder mogen zitten.
LAABD80001,positief,"Ik denk dat de slof vrij snel slijt, maar ik draag hem dan ook dagelijks met thuiswerken"
LAABD80001,neutraal,Geen
LAABD80001,neutraal,Geen...
LAABD80001,positief,De zool is wel erg soepel... dit zou van wat steviger materiaal mogen
LAABD80001,negatief,Voor mij persoonlijk dat ze helemaal plat zijn. Ik heb aangepaste schoenen met een hakverhoging.
LAABD80001,positief,"Zijn echt voor binnen, zachte zool, geen steun verder"
LAABD80001,positief,"Bodem is was zacht, maar wel warm"
LAABD80001,positief,"Heb hem nog niet zo lang, ben wel benieuwd hoe lang hij goed blijft. Maar prijs-kwaliteit-verhouding is prima!"
LAABD80001,positief,"Is geen zwak punt maar koop de maat van je voet, niet je schoenmaat. Ik heb 37/38 gekocht en heb schoenmaat 39/40."
LAABD80001,negatief,zool niet waterdicht
LAABD80001,neutraal,"Klittenband, zou liever instap hebben"
LAABD80001,positief,"Ik koop ze al een paar jaar, elk jaar trouw omdat ze jaarlijks aan vervanging toe zijn. De zolen zijn dan versleten en gaan scheuren. Desalniettemin, mijn favoriete sloffen."
LAABD80001,positief,Iets dikker zou fijn zijn.
LAABD80001,positief,Na een half jaar á 1 jaar moet ik weer nieuw omdat de bodem dan versleten is. Vind ik eigenlijk te snel.
LAABD80001,neutraal,"klittenband moet altijd vast, anders blijf je overal aan vast zitten"
LAABD80001,negatief,Klittenbandsluiting plakt soms erg aan de sokken die er onder gedragen worden.
LAABD80001,positief,ze lopen een beetje ongemakkelijk omdat je snel naast de zool staat.  Dit natuurlijk vanwege de soepele stof
LAABD80001,neutraal,"Misschien een beetje lomp,maar ja...."
LAABD80001,neutraal,Mag kleuriger
LAABD80001,positief,"de binnenvoering van de zool is al na 3 maanden stuk, dit is al het zoveelste paar wat ik bij jullie heb gekocht, ik hoop iedere x dat de binnenzool tenminste de wintermaanden overleefd......maar helaas dus niet....heb alweer een nieuw paar uit mijn kast gehaald.....ja ik heb ze op voorraad......helaas wel nodig.  Beversport doe aub iets aan de binnenzool zodat de slof tenminste de winter overleefd."
LAABD80001,positief,Voor een slof een aardige prijs
LAABD80001,positief,Zolen slijten relatief snel (reden van nieuwe aanschaf).
LAABD80001,neutraal,Anti-slip kan beter.
LAABD80001,neutraal,Niet
LAABD80001,neutraal,"Je kunt er niet eventjes mee de tuin inlopen (iets in de vuilcontainer doen), omdat de zooltjes niet tegen vocht kunnen."
LAABD80001,neutraal,Geen
LAABD80001,positief,"Klittenband, maak ik niet meer los. Doe de sloffen zo aan."
LAABD80001,neutraal,"Nog niet ontdekt, maar ik verwacht het klittenband"
LAABD80001,negatief,"Heb deze pantoffels gekocht om mijn voeten te beschermen tegen koude vloeren en tocht. De hoge sluiting is fijn maar de dunne, niet isolerende, zool is heel vervelend. Dit soort pantoffels koop ik bij mijn buurtsuper voor 7 euro. Loop nu weer rond op de pantoffels van mijn moeder. Helaas hebben die geen hoge sluiting. Wat mij betreft een miskoop."
LAABD80001,neutraal,Gebreide deel zakt boven zool na verloop van tijd in.
LAABD80001,positief,Het klittenband plakt aan de slof vast als deze open is.
LAABD80001,positief,"Pantoffels zijn warm, licht en comfortabel."
LAABD80001,positief,Zachte binnenkant
LAABD80001,positief,Het is gisteren  net kado gegeven dus nog geen ervaring over de kwaliteit. Ze vond ze erg leuk en fijntjes van model
LAABD80001,positief,Zijn lekker zacht en comfortabel aan de voeten.
LAABD80001,positief,Warm en flexibel
LAABD80001,positief,"Niet te warm, maar precies goed, en daar waren ze voor bedoeld."
LAABD80001,positief,Houdt de enkels ook fijn warm.
LAABD80001,positief,"Duurzaam, Warm en zacht"
LAABD80001,positief,"houdt mijn voeten lekker warm, je voelt ze bijna niet en door de anti-slip op de zool loopt ie - zelfs als ik even de tuin in ga -prima. Denk dat ze snel slijten, maar de verhouding prijs-kwaliteit is goed."
LAABD80001,positief,"Goede pasvorm, lekker warm en zacht. Sluit goed aan om de enkele zodat ook die lekker warm blijven. Zoals een pantoffel hoor te zijn."
LAABD80001,positief,"Naar mijn idee de beste sloffen die die er zijn. Ze zitten erg lekker, ze zijn niet te krap. Ik koop al jaren deze sloffen. Erg jammer dat ze in Groningen niet meer in de winkel te koop zijn."
LAABD80001,positief,Warm
LAABD80001,positief,lekker warm tot boven de enkels
LAABD80001,positief,"Stevig, slijtvast"
LAABD80001,positief,"Lekker hoog, waardoor ook warme enkels"
LAABD80001,positief,Lekker warme pantoffel. Fijn met de klittenband aan de zijkant.
LAABD80001,positief,Fijne pasvorm en mooie kleuren
LAABD80001,positief,"Lekker warm, fijne anti-slip zool. De klittenbandsluiting bovenaan is handig voor makkelijk aan/uittrekken"
LAABD80001,positief,"Lekker warm, maar niet zweterig"
LAABD80001,positief,Super prijs / kwaliteitverhouding.
LAABD80001,positief,Lekker warme pantoffels met een leuk design!  Ze moeten even naar je voeten ?vormen? en dan zitten ze goed.
LAABD80001,positief,Lekker warm
LAABD80001,positief,"Lekker warm, makkelijk aan te trekken en met klittenband te sluiten. Sluit goed, zonder te knellen of te lubberen. Blijft mooi en vorm. Goede antislipzool."
LAABD80001,positief,Heerlijk warm en soepel
LAABD80001,positief,Lekker warm en hoog
LAABD80001,positief,Echt warm en zitten heerlijk. Ik wil ze niet meer uit doen.
LAABD80001,positief,lekker zacht en precies warm genoeg
LAABD80001,positief,"Lekkere slof, warm en zit lekker."
LAABD80001,positief,Lekker warm en comfortabel
LAABD80001,positief,"Blijven lekker warm, passen goed om de voet en ze lopen alsof je op blote voeten loopt, echt een aanrader."
LAABD80001,positief,"comfortabel, niet te warm"
LAABD80001,neutraal,Warmte en pasvorm
LAABD80001,positief,Hele comfortabele sloffen. Ik koop ze al een paar jaar trouw omdat ze zo lekker zitten en m'n voeten warm houden.
LAABD80001,positief,Heerlijk warm
LAABD80001,positief,Heerlijke sloffen.
LAABD80001,positief,"Lekker hoog, over de enkels"
LAABD80001,positief,"Lekker warm, goede zool en prima kwaliteit"
LAABD80001,positief,"Heerlijk warm en comfortabel, zacht. Je houdt hier zeker warme voeten in."
LAABD80001,positief,Zitten erg lekker en passen goed. Ik koop ze steeds weer.
LAABD80001,positief,"warm, anti slip"
LAABD80001,positief,Heerlijk warm
LAABD80001,neutraal,de kleur ?
LAABD80001,neutraal,Heerlijk warm en ruim
LAABD80001,positief,Zitten lekker. Warm maar niet te warm dat je zweetvoeten krijgt.  Zien et aardig uit.  Zooltje
LAABD80001,positief,lekkere warme sloffen
LAABD80001,positief,"Lekker warm, goede zool (anti slip)"
LAABD80001,positief,de pasvorm ze zijn niet te plat ze sloffen niet en  ze zijn lekker warm
LAABD80001,positief,"Het voetbed is zacht en vrij dik, dit geeft veerkracht bij het lopen en maakt het comfortabel."
LAABD80001,positief,Confortabel en lekker warm
LAABD80001,neutraal,Kwaliteit
LAABD80001,positief,Goed materiaal
LAABD80001,positief,M'n voeten zijn er snel in warm.
LAABD80001,positief,Goede antislip-zool. Zakt niet af door klitteband.  Lekker warm
LAABD80001,positief,Heerlijk warme sloffen. Soepel materiaal die zich naar je voet vormen zonder uit te lubberen.
LAABD80001,neutraal,Pasvorm
LAABD80001,positief,Comfortabel en warmte
LAABD80001,negatief,Leuk om naar te kijken
LAABD80001,neutraal,"Pasvorm, sluiting klittenband en hoogte."
LAABD80001,positief,De kwaliteit.  Je kunt ze ook open dragen
LAABB92004,neutraal,Nog niet gevonden
LAABB92004,positief,"de neus is redelijk in een punt, dit is wat minder voor de tenen."
LAABB92004,neutraal,De pasvorm ?de zool reiken de hielen niet en loop je er gaten in.
LAABB92004,neutraal,Ipv 2 linker pantoffels zou een linker en een rechter te verkiezen zijn
LAABB92004,neutraal,Geen
LAABB92004,neutraal,De zijkanten slijten gauw.
LAABB92004,neutraal,Kwaliteit van voetzool kan wat beter
LAABB92004,positief,Gebruik de pantoffel intensief. Daardoor ieder jaar nieuwe nodig. Slijtage (randen) zool.  Huidige zool hoor je met lopen (op houten vloer of laminaat)
LAABB92004,negatief,In het begin een piepende plakzool. Maar na halve dag was dat weg..
LAABB92004,negatief,"Binnenzool gaat snel stuk en na een paar maanden is de zool ook erg plat geworden en heb je het gevoel of er niks meer in zit. Dit vind ik erg jammer, maar dan koop ik gewoon weer nieuwe !"
LAABB92004,positief,De zool slijt wat mij betreft te snel en zou wat slijtvaster mogen zijn.
LAABB92004,neutraal,Geen
LAABB92004,negatief,Ze gaan nu al kapot. Zit al klein gaatje bij de zool
LAABB92004,neutraal,Geen
LAABB92004,negatief,"Vallen klein, maat groter bestellen."
LAABB92004,neutraal,"geen, ik hoop dat de zool een tijdje meegaat."
LAABB92004,positief,Ik hoop dat de zool een beetje duurzaam is
LAABB92004,negatief,verschillende pasvorm; sluiting ongelijk.
LAABB92004,neutraal,"De pasvorm, want een maat groter nemen is wel een advies."
LAABB92004,positief,"Profiel op hele gladde trap niet waterdicht. Beter dan op sokken lopen, wel uitkijken dat je niet uitglijdt."
LAABB92004,neutraal,Nog iets warmer Nog iets dikkere zolen?
LAABB92004,neutraal,"Geen, gewoon niets."
LAABB92004,negatief,Ietwat prijzig.
LAABB92004,negatief,"Erg dun, niet geschikt voor koude vloeren."
LAABB92004,positief,"Wel erg wit, ze zijn ook nogal groot dus dan is een schutkleur denk ik wel mooier Klitteband sluiting soms wel trickie als ik een panty draag!"
LAABB92004,neutraal,Geen
LAABB92004,neutraal,Geen
LAABB92004,neutraal,Heb ik niet
LAABB92004,positief,Ik zou niet weten hoe de pasvorm is want ik heb ze 2 maten te groot besteld zodat ik er dubbel extra dikke sokken in kan dragen
LAABB92004,negatief,De vorige waren van iets anders stof en die gingen lang mee. Van deze heb ik nog heen uiteindelijke conclusies.
LAABB92004,positief,"Klittenband is erg sterk, daardoor voelt het alsof ik hard aan de stof moet trekken om de slof te openen."
LAABB92004,positief,Nog geen negatieve ervaringen meegemaakt.
LAABB92004,negatief,de zool is gemaakt van materiaal dat snel vocht doorlaat
LAABB92004,neutraal,Nog niet gevonden
LAABB92004,neutraal,De zool had van mij iets steviger gemogen met een beetje soort van voetbed
LAABB92004,neutraal,Geen
LAABB92004,neutraal,geen
LAABB92004,positief,Geen zwakke punten. Het enige wat ik kan bedenken is dat het klittenband ( de sluiting van de slof) aan de binnenkant soms wat irriteert aan je enkels en ze wat Klein vallen. Koop dus 1 maat groter dan je normaal draagt.
LAABB92004,negatief,Kan er niet mee naar buiten
LAABB92004,positief,De demping in de zool is snel weg daardoor is het net of je op sokken loopt
LAABB92004,neutraal,ben ik ook nog niet tegen gekomen
LAABB92004,positief,Zolen slijten te snel
LAABB92004,positief,Om echt warme voeten te krijgen moeten er nog dikke sokken in worden gedragen.
LAABB92004,positief,niet zo warm aan de voeten als ik verwacht had. Nog steeds koude voeten. Dunne zool.
LAABB92004,neutraal,Zijn er niet voor mij bij dit product
LAABB92004,positief,"bovenwerk zacht, een beetje te zacht"
LAABB92004,neutraal,Had een iets dikkere zool verwacht.
LAABB92004,positief,Beetje los
LAABB92004,positief,"De binnenzool gaat heel snel stuk, de stof is te dun. In het begin loop je heerlijk zacht op de zool maar al snel is de zool plat gelopen en voel je de grond door de slof heen, jammer. Hierdoor heb ik altijd een paar sloffen op voorraad."
LAABB92004,positief,De wollige sloffen de blauwe en grijze gaven af in het begin. Dus dan moet je wel even een weekje goed stofzuigen. Overal blauwe en grijze bolletjes op de trap en vloeren. Na een tijdje is dit minder geworden. Gelukkig en hebben we er veel plezier van. Ze vielen bij mij kleiner uit dan mijn echte maat heb opnieuw moeten bestellen. Heb normaal maat 40 maar nu 41/42 in de sloffen.
LAABB92004,negatief,De sloffen gaan een paar jaar mee. Veel minder dan bv Spaanse sloffen. De zolen zijn niet geschikt om te wassen.
LAABB92004,positief,De zool slijt wat snel. Als je ze veel draagt komen er op een gegeven moment gaten in de zool. Soms toch iets koude voeten als je ze met blote voeten draagt. Maar ik zou ze niet anders willen hoor! Voor mij zijn dit de leukste en fijnste sloffen die er zijn.
LAABB92004,positief,Klitteband liet bij eerdere sloffen na een tijd los
LAABB92004,positief,Binnenvoering kwam na 3 weken al los te zitten.
LAABB92004,neutraal,Het kost wat moeite om ze aan te krijgen (je kunt er niet zo instappen).
LAABB92004,positief,Altijd aan bevelen prima
LAABB92004,positief,Alleen als je met je voeten ergens op ligt waar het klittenband waar de sloffen mee sluiten aan kan kleven moet je daarvoor opletten.
LAABB92004,neutraal,Nog niet gevonden!
LAABB92004,negatief,Maatvoering; 37/38 is aan de krappe kant voor 37
LAABB92004,neutraal,Ik hoop dat het klittenband goed vast blijft zitten.
LAABB92004,negatief,Na een aantal keer wassen gaan de zolen kapot. Dit is mijn 4e paar sloffen in 2 jaar.
LAABB92004,negatief,Voor smalle voeten zijn ze nog te breed
LAABB92004,neutraal,Het geluid dat de zool op de vloer maakt...
LAABB92004,positief,Het eerste paar ging een heel stuk langer mee Vooral de zool is minder sterk geworde
LAABB92004,negatief,"Ik weet nog niet hoe lang ze het houden, dus dat is even afwachten."
LAABB92004,positief,Geen zwakke punten!
LAABB92004,negatief,Niet echt
LAABB92004,neutraal,Geen
LAABB92004,neutraal,geen
LAABB92004,neutraal,Zool zou iets dikker kunnen
LAABB92004,neutraal,"Een paar maanden later is aan beide pantoffels, aan de buitenkant, de naad 2cm opengegaan."
LAABB92004,negatief,Tweede paar van deze! Andere paar pas na enkele jaren kapot!
LAABB92004,neutraal,Geen
LAABB92004,negatief,"Er staat niet aangegeven hoe de sloffen te wassen, jammer."
LAABB92004,positief,"Klitteband bij sluiting moet echt gesloten worden, want anders blijf je overal achter hangen/kleven."
LAABB92004,positief,Dit is mijn tweede paar en ik weet van de vorige dat de zool erg snel slijt
LAABB92004,neutraal,Geen
LAABB92004,neutraal,Door de nauwsluitendheid moet ik wel het klittenband losmaken bij aan-/uittrekken.
LAABB92004,positief,Zool is redelijk glad
LAABB92004,positief,Model zou iets moderner mogen.. Verder prima!
LAABB92004,negatief,"Eigenlijk geen,.... oh ja: Deze gaat uit het assortiment. :-("
LAABB92004,positief,"slijtage, dit is wel het tweede paar. gekocht omdat het eerste versleten was. wellicht loop ik er te veel op, maar ze zitten ook zo enorm fijn"
LAABB92004,neutraal,Niet wasbaar
LAABB92004,positief,Mijn vorige paar ging maar 1 jaar mee en dat vond ik wel snel.
LAABB92004,positief,Liever een wat degelijkere zool. Na paar maanden zool versleten. Sloffen zijn niet heel duur maar ik zou liever zien dat ze wat duurder waren met een betere zool.
LAABB92004,negatief,De binnenzool van de slof gaat vrij snel kapot.
LAABB92004,negatief,Zijn moeilijk aan te doen voor mij ik heb reuma en de pasvorm is een beetje raar
LAABB92004,neutraal,Klittenband
LAABB92004,neutraal,Nvt
LAABB92004,neutraal,Niks tot nu toe.
LAABB92004,positief,Moet ooit nieuwe aanschaffen?
LAABB92004,positief,De pantoffel ziet er niet zo elegant uit
LAABB92004,positief,Je kunt ze niet wassen. In ieder geval niet in de wasmachine. De zool/voering was daarna niet meer als ervoor. Maar de pantoffels waren zo fijn dat ik gewoon een nieuw paar gekocht heb.
LAABB92004,neutraal,Op dit moment geen
LAABB92004,neutraal,Geen
LAABB92004,positief,"Ze zijn eigenlijk te groot, kleinere maten zouden fijn zijn!"
LAABB92004,neutraal,De beige rand vind ik wat oncharmant (en doet een beetje denken aan leukoplast-tape).
LAABB92004,neutraal,Geen.
LAABB92004,positief,"Om eerlijk te zijn, zet ik mijn vraagtekens neer bij de zolen. Deze zijn dun, vloer voel je bij het lopen en ze zijn te plat. Dit soort pantoffels, hadden best een stevige zool mogen hebben. Ik ben bang dat de zolen snel slijten. Zonde, want de bovenkant is juist prima. Maar heb ze wel gehouden. Want ze isoleren wel prima de warmte. Loop er alleen mee binnen dus komt goed."
LAABB92004,positief,"Eigenlijk geen, maar als ik er dan toch een moet noemen... Slijtage aan de binnenkant bij de bal van de voet. Daar ontstaat dan een gaatje terwijl de rest van de pantoffel nog heel is."
LAABB92004,neutraal,De prijs kan iets lager. Geen ingebouwde zool
LAABB92004,negatief,Jammer sar ze niet leverbaar zijn in maat 44/45.
LAABB92004,positief,"Onderkant had iets stuggere zool mogen hebben en ik heb zelf de witte sloffen, die worden snel smoezelig, meer kleuren zou leuk zijn."
LAABB92004,positief,Geen! Als je me zou dwingen om iets te noemen zou ik zeggen: dat ze er niet in het groen zijn.
LAABB92004,negatief,"Pasvorm is niet ideaal, soms loop ik naast de zool omdat hij wat schuift."
LAABB92004,positief,"Het klittenband vind ik minder prettig, was handiger geweest als daarvoor in de plaats elastiek gemaakt was."
LAABB92004,negatief,Als ik er lang mee rondloop krijg ik koude voetzolen.
LAABB92004,neutraal,Niets
LAABB92004,neutraal,Levensduur
LAABB92004,neutraal,geen.
LAABB92004,neutraal,Ik zou het niet weten
LAABB92004,negatief,Klittenband is onhandig
LAABB92004,neutraal,"Van klitteband ben ik geen fan, i.v.m. het kleven aan andere stoffen."
LAABB92004,neutraal,Zool
LAABB92004,neutraal,Maat viel kleiner.
LAABB92004,neutraal,de slof is te strak
LAABB92004,negatief,Niet heel makkelijk om aan te trekken
LAABB92004,negatief,Moest wennen aan de dunne zool.
LAABB92004,neutraal,Geen
LAABB92004,positief,Zool slijt vrij snel. Haal erg geen jaar mee.
LAABB92004,neutraal,-
LAABB92004,neutraal,Klittenband opzij gaat wat opzij staan en blijft dan aan kleding plakken
LAABB92004,neutraal,Pasvorm
LAABB92004,negatief,Jammer dat ze van synthetisch materiaal zijn gemaakt.
LAABB92004,neutraal,Klittenband
LAABB92004,positief,Je hebt altijd twee handen nodig om ze aan of uit te doen. Je kunt er dus niet zo in of uit stappen.
LAABB92004,positief,Niet overal even mooi gestikt
LAABB92004,neutraal,zaten na een aantal weken al gaten in.
LAABB92004,neutraal,Betere zool meer grip bij een glade vloer.
LAABB92004,negatief,"Ze maken geluid als je erop loopt op een gladder vloer. Mij stoort het niet, maar het kan irritant gevonden worden."
LAABB92004,positief,klittenband werkt goed maar ik krijg het soms wat lastig los
LAABB92004,negatief,"Klittenband dis niet per se nodig, is alleen maar lastig in de wasmachine (kan tegen andere kledingstukken aanplakken)"
LAABB92004,negatief,De zool mag wel iets dikker. Ben al bijna weer toe aan een nieuw paar :(
LAABB92004,neutraal,Niets
LAABB92004,neutraal,Kunnen nog iets warmer
LAABB92004,positief,"de zool is wat dun, maar echt voor in huis prima ik vind de slof wel redelijk duur, maar ben er wel blij mee"
LAABB92004,neutraal,Zool had steviger gemogen
LAABB92004,neutraal,Geen punt
LAABB92004,neutraal,"Gaan maar een paar maanden mee, gebruik ze al jaren.  5 jaar geleden waren de zolen van betere kwaliteit."
LAABB92004,negatief,Te veel prijslabels lastig te verwijderen.
LAABB92004,neutraal,Niks
LAABB92004,neutraal,misschien iets water afstotender onderkant
LAABB92004,neutraal,"zool iets steviger, de antislip maakt herrie op onze vloer"
LAABB92004,neutraal,N.v.t.
LAABB92004,neutraal,Geen
LAABB92004,positief,Iets te hoog geprijst.
LAABB92004,positief,Heerlijke sloffen
LAABB92004,positief,goede kwaliteit en comfort.
LAABB92004,neutraal,De fluffyness en de kleur
LAABB92004,positief,Lekker warm
LAABB92004,positief,Mijn zoon (11 jaar) vindt  Ayacucho pantoffel heel goed. Ik koop ze voor hem  sinds een paar jaar.
LAABB92004,positief,Zacht
LAABB92004,positief,Ik heb lekkere warme voeten
LAABB92004,positief,Lekker warm
LAABB92004,positief,Heerlijk warm
LAABB92004,positief,Soepel om dragen
LAABB92004,positief,"heerlijk warm, goede zool, zacht, klittenbandsluiting"
LAABB92004,positief,Heerlijke warme fijne pantoffel. Zit ook fijn om je enkels.
LAABB92004,positief,Heerlijk warm.
LAABB92004,positief,Maat groter kopen ! Super fijne warme sloffen
LAABB92004,positief,Comfortabel en voor mij afdoende ventilerend en warm genoeg.
LAABB92004,positief,Lekker warm en zacht
LAABB92004,positief,Heerlijk zacht van binnen en van buiten.
LAABB92004,positief,Zitten heerlijk. Fijne zool. Lekker warm.
LAABB92004,positief,Zitten heerlijk en zijn lekker warm
LAABB92004,positief,Heerlijk zacht en warm
LAABB92004,positief,Heerlijk warm
LAABB92004,positief,Zitten heel lekker
LAABB92004,positief,Heerlijk warme sloffen.
LAABB92004,positief,Heerlijk warme voeten. Terwijl ik altijd een koukleum ben.
LAABB92004,positief,"Heerlijk zacht, lekker hoog, sluit goed"
LAABB92004,positief,"Heerlijk warm, met blote voeten in deze sloffen is super lekker!"
LAABB92004,positief,lekker warm
LAABB92004,positief,Lekker warm
LAABB92004,positief,"Lekker warm, ideaal voor thuiswerken."
LAABB92004,positief,"De zachtheid, en de pantoffel sluit mooi hoog over je enkels."
LAABB92004,positief,"Makkelijk en comfortabel, leuk"
LAABB92004,positief,"Super sterk, super fijn draag comfort en nog lekkere warme voeten. Dit is m?n tweede paar alweer.  Maatvoering is goed."
LAABB92004,positief,"Flexibele en warme pantoffel. Zachte zool waarmee je heerlijk op de bank kruipt. 1e Paar wat ik ooit gekocht heb, is na 2 jaar versleten (gaatjes in zool)."
LAABB92004,negatief,Is volgens mij netjes en goed gemaakt.
LAABB92004,positief,Heerlijke zachte stof Makkelijk in en uit Kan ik de wasmachine Blijft ook mooi na een keer wassen
LAABB92004,positief,Zijn heerlijk warm
LAABB92004,neutraal,De loopkwaliteit
LAABB92004,positief,Heerlijk warme pantoffels met anti slip.
LAABB92004,positief,Lopen heerlijk! Ben er blij mee
LAABB92004,positief,Lekket warm
LAABB92004,positief,Lekker zacht en warm (maar niet te warm)
LAABB92004,neutraal,Klopt altijd.
LAABB92004,positief,"Zeer warm en zitten heerlijk, lekker hoog"
LAABB92004,positief,Lekkere warme pantoffels die er niet saai uitzien. Makkelijk aan en uit doen door het klittenband.
LAABB92004,positief,Lekker warm en niet duur
LAABB92004,neutraal,Warmte en zachtheid
LAABB92004,positief,lekker warm
LAABB92004,positief,Echt heerlijk warme en zachte sloffen.
LAABB92004,positief,Zitten heerlijk
LAABB92004,positief,"Het is een lekkere zachte stof, maakt de voeten goed warm zonder zweterig aan te laten voelen"
LAABB92004,negatief,vind ik nog moeilijk om te zeggen pas in gebruik genomen
LAABB92004,positief,"Lekker warm, ook om de enkels"
LAABB92004,positief,Heerlijke warme sloffen
LAABB92004,positief,"Zien er super leuk uit, lekker fluffy."
LAABB92004,positief,zitten zacht en licht aan de voeten. makkelijk aan te trekken met het klittenband aan de zijkant.
LAABB92004,positief,Goede kwaliteit
LAABB92004,positief,goede zool
LAABB92004,positief,Ze zijn mooi en zacht. Zitten goed.
LAABB92004,positief,Warm
LAABB92004,positief,Heerlijke warme sloffen
LAABB92004,positief,"Het zijn hele fijne sloffen, wij hebben ze met het hele gezin. Lekker warm!"
LAABB92004,positief,"De sloffen zien er superleuk uit, als berenpoten. De stof is zacht. Sluiting werkt goed."
LAABB92004,positief,Mooie prijs en hele fijne warme sloffen ik heb ze geprobeerd op aanraden van mijn schoonmoeder die bij bever eindhoven werkt en ben zeer tevreden
LAABB92004,positief,"Materiaal is lekker zacht, lekker hoog model waardoor de enkels ook warm blijven. De sloffen zitten heel comfortabel, geen schurende randjes of zo, lopen fijn omdat ze zo soepel zijn. En ze zien er leuk uit. Dit zijn al jaren mijn favoriete sloffen. Ik koop elk jaar een nieuw paar (of 2 paar, dit jaar ook de zwarte gekocht :-))."
LAABB92004,positief,Goede kwaliteit
LAABB92004,positief,"Zien er leuk uit, lekker warm"
LAABB92004,positief,Lekker warm en heeft een fijne pasvorm.
LAABB92004,positief,Ze zijn lekker warm
LAABB92004,positief,De zachte stof en de verende zachte zool.
LAABB92004,positief,"Zacht, licht, blijven goed zitten, geen transpirerende voeten."
LAABB92004,positief,Zitten lekker warm. Makkelijk aantrekken door klittenband en goede anti slip zool.
LAABB92004,positief,"Heerlijk zacht en licht, comfortabel.  De maat is precies goed, mooie blauwe kleur."
LAABB92004,positief,"Lekker warm, heerlijk zacht voetbed"
LAABB92004,positief,"Lubberen niet uit, goede pasvorm en lekker warm."
LAABB92004,positief,Lekker zacht. Mooie kleur. Prima pasvorm. Verantwoord geproduceerd. Loopt lekker. Houdt de enkels ook warm.
LAABB92004,positief,"Lichtgewicht en makkelijk, fijn tot over de enkel"
LAABB92004,positief,Zien er gezellig uit ( alleen in de winter)
LAABB92004,positief,Zitten heerlijk
LAABB92004,positief,Dit is mijn 5e paar al Lekker warm zit comfortabel
LAABB92004,positief,"Lekker zacht, warm en comfortabel, heerlijk voor in huis en op de bank. En ik vind ze mooi!"
LAABB92004,positief,Ik draag deze pantoffels al jaren.  Ze zijn lekker warm en zacht.
LAABB92004,positief,"Confortable, handig, warm , zien er leuk uit"
LAABB92004,positief,Heerlijk warm koop ze elk jaar
LAABB92004,positief,Heerlijk warm en zien er leuk uit.
LAABB92004,positief,Lekker warm
LAABB92004,positief,Lekker warm
LAABB92004,positief,Is een weldaad voor je voeten: lekker gevoerd en dikke binnenzool. Loopt lekker in huis.
LAABB92004,positief,Lekker warm! Makkelijk aan en uit te krijgen
LAABB92004,positief,Heerlijk warm en ziet er grappig uit echt winters
LAABB92004,positief,"Heerlijk warm, comfortabel, anti-slip, nauwelijks slijtage na intensief gebruik."
LAABB92004,positief,Ze zitten lekker warm en zijn licht van gewicht
LAABB92004,positief,"Zacht,sterk,heerlijk warm"
LAABB92004,positief,Ze zijn lekker zacht en warm en zitten heerlijk
LAABB92004,positief,"Heel zacht, zweten niet en mijn voeten blijven heerlijk warm!"
LAABB92004,positief,"Ik had dit artikel wel met flinke korting aangeschaft. Of ik de standaardprijs ervoor over had gehad weet ik niet.   Sluit goed aan vanwege klittenband, voelt daardoor goed warm, slof zit zo soepel als een sok."
LAABB92004,positief,Lekker warm!!
LAABB92004,positief,Ze zitten heerlijk en blijven goed in model... Ze slijten ook niet!
LAABB92004,positief,"De goed isolerende zool, ik ga er met blote voeten in!"
LAABB92004,positief,Heerlijke sloffen voor een prima prijs
LAABB92004,neutraal,"comfort, pasform,"
LAABB92004,positief,Comfortabel en warm
LAABB92004,positief,Heerlijk warm en blijven goed zitten.
LAABB92004,positief,Heerlijk zacht en warm.
LAABB92004,positief,"Fijne sloffen, draag ze al vele jaren."
LAABB92004,positief,Ze zijn zacht
LAABB92004,positief,Fijn zacht en warm materiaal
LAABB92004,neutraal,Nvt
LAABB92004,positief,lekker warm
LAABB92004,positief,"Deze sloffen heb ik nu voor de derde x, de maat is je eigen maat, sluit lekker warm om de enkels met een antislip zool. Zeker een aanrader!!"
